LocationID,PlantName,ProductID,ProductName,Price,Product,EffectiveDate,Quantity
1265-111,BENTON COUNTY,15441,GRADE D BASE PUG,17,15441-GRADE D BASE PUG,1/1/2025 0:00,1000000
1265-111,BENTON COUNTY,22091,NO. 3 STONE,24.75,22091-NO. 3 STONE,1/1/2025 0:00,1000000
1265-111,BENTON COUNTY,24151,NO. 4 STONE,24.75,24151-NO. 4 STONE,1/1/2025 0:00,1000000
1265-111,BENTON COUNTY,25151,NO. 5 STONE,24.75,25151-NO. 5 STONE,1/1/2025 0:00,1000000
1265-111,BENTON COUNTY,25281,NO. 57 STONE,24.75,25281-NO. 57 STONE,1/1/2025 0:00,1000000
1265-111,BENTON COUNTY,25291,NO. 57 WASHED,25,25291-NO. 57 WASHED,1/1/2025 0:00,1000000
1265-111,BENTON COUNTY,27261,NO. 7 STONE,24.75,27261-NO. 7 STONE,1/1/2025 0:00,1000000
1265-111,BENTON COUNTY,27271,NO. 7 WASHED,25,27271-NO. 7 WASHED,1/1/2025 0:00,1000000
1265-111,BENTON COUNTY,28181,NO. 8 STONE,25.75,28181-NO. 8 STONE,1/1/2025 0:00,1000000
1265-111,BENTON COUNTY,28191,NO. 8 WASHED,26,28191-NO. 8 WASHED,1/1/2025 0:00,1000000
1265-111,BENTON COUNTY,30091,NO. 10 STONE,24.25,30091-NO. 10 STONE,1/1/2025 0:00,1000000
1265-111,BENTON COUNTY,30511,BLOCK SAND,24.75,30511-BLOCK SAND,1/1/2025 0:00,1000000
1265-111,BENTON COUNTY,31331,WASHED SAND,24.75,31331-WASHED SAND,1/1/2025 0:00,1000000
1266-111,PARSONS,15391,GRADE D BASE,17,15391-GRADE D BASE,1/1/2025 0:00,1000000
1266-111,PARSONS,15441,GRADE D BASE PUG,17,15441-GRADE D BASE PUG,1/1/2025 0:00,1000000
1266-111,PARSONS,22091,NO. 3 STONE,24.75,22091-NO. 3 STONE,1/1/2025 0:00,1000000
1266-111,PARSONS,24081,NO. 2 STONE,24.75,24081-NO. 2 STONE,1/1/2025 0:00,1000000
1266-111,PARSONS,24151,NO. 4 STONE,24.75,24151-NO. 4 STONE,1/1/2025 0:00,1000000
1266-111,PARSONS,25151,NO. 5 STONE,24.75,25151-NO. 5 STONE,1/1/2025 0:00,1000000
1266-111,PARSONS,25281,NO. 57 STONE,24.75,25281-NO. 57 STONE,1/1/2025 0:00,1000000
1266-111,PARSONS,25291,NO. 57 WASHED,25,25291-NO. 57 WASHED,1/1/2025 0:00,1000000
1266-111,PARSONS,26271,NO. 67 STONE,24.75,26271-NO. 67 STONE,1/1/2025 0:00,1000000
1266-111,PARSONS,26291,NO. 67 WASHED,25,26291-NO. 67 WASHED,1/1/2025 0:00,1000000
1266-111,PARSONS,27261,NO. 7 STONE,24.75,27261-NO. 7 STONE,1/1/2025 0:00,1000000
1266-111,PARSONS,27271,NO. 7 WASHED,25,27271-NO. 7 WASHED,1/1/2025 0:00,1000000
1266-111,PARSONS,28181,NO. 8 STONE,25.75,28181-NO. 8 STONE,1/1/2025 0:00,1000000
1266-111,PARSONS,28191,NO. 8 WASHED,26,28191-NO. 8 WASHED,1/1/2025 0:00,1000000
1266-111,PARSONS,28341,NO. 89 WASHED,26,28341-NO. 89 WASHED,1/1/2025 0:00,1000000
1266-111,PARSONS,30091,NO. 10 STONE,24.25,30091-NO. 10 STONE,1/1/2025 0:00,1000000
1266-111,PARSONS,30511,BLOCK SAND,24.75,30511-BLOCK SAND,1/1/2025 0:00,1000000
1266-111,PARSONS,31331,WASHED SAND,24.75,31331-WASHED SAND,1/1/2025 0:00,1000000
1268-111,SPRINGFIELD,15391,GRADE D BASE,21.5,15391-GRADE D BASE,1/1/2025 0:00,1000000
1268-111,SPRINGFIELD,15441,GRADE D BASE PUG,21.5,15441-GRADE D BASE PUG,1/1/2025 0:00,1000000
1268-111,SPRINGFIELD,24081,NO. 2 UNWASHED,33.5,24081-NO. 2 UNWASHED,1/1/2025 0:00,1000000
1268-111,SPRINGFIELD,24151,NO. 4 STONE,33.5,24151-NO. 4 STONE,1/1/2025 0:00,1000000
1268-111,SPRINGFIELD,25281,NO. 57 STONE,34.5,25281-NO. 57 STONE,1/1/2025 0:00,1000000
1268-111,SPRINGFIELD,25291,NO. 57 WASHED,34.5,25291-NO. 57 WASHED,1/1/2025 0:00,1000000
1268-111,SPRINGFIELD,26271,NO. 67 STONE,34.5,26271-NO. 67 STONE,1/1/2025 0:00,1000000
1268-111,SPRINGFIELD,26291,NO. 67 WASHED,34.5,26291-NO. 67 WASHED,1/1/2025 0:00,1000000
1268-111,SPRINGFIELD,27261,NO. 7 STONE,35.5,27261-NO. 7 STONE,1/1/2025 0:00,1000000
1268-111,SPRINGFIELD,27271,NO. 7 WASHED,35.5,27271-NO. 7 WASHED,1/1/2025 0:00,1000000
1268-111,SPRINGFIELD,28751,"3/8"" D-ROCK",53.7,"28751-3/8"" D-ROCK",1/1/2025 0:00,1000000
1268-111,SPRINGFIELD,30091,NO. 10 SCREENINGS,32.25,30091-NO. 10 SCREENINGS,1/1/2025 0:00,1000000
1268-111,SPRINGFIELD,30511,BLOCK MATERIAL,32.5,30511-BLOCK MATERIAL,1/1/2025 0:00,1000000
1268-111,SPRINGFIELD,31041,MFG SAND - WASHED SAND,32.5,31041-MFG SAND - WASHED SAND,1/1/2025 0:00,1000000
1714-111,ROCKMART,25281,0057 NO. 57 STONE UNWASHED,0,25281-0057 NO. 57 STONE UNWASHED,7/14/2010 0:00,1000000
1714-111,ROCKMART,25291,0057 NO. 57 STONE WASHED,0,25291-0057 NO. 57 STONE WASHED,7/14/2010 0:00,1000000
1714-111,ROCKMART,27271,0007 NO. 7 STONE WASHED,0,27271-0007 NO. 7 STONE WASHED,3/18/2011 0:00,1000000
1714-111,ROCKMART,28341,0089 NO. 89 STONE WASHED,0,28341-0089 NO. 89 STONE WASHED,7/14/2010 0:00,1000000
1716-111,ARAGON,25261,COMMERCIAL #57 STONE,51.15,25261-COMMERCIAL #57 STONE,7/1/2025 0:00,1000000
1716-111,ARAGON,25291,0057 NO. 57 STONE WASHED,53.15,25291-0057 NO. 57 STONE WASHED,7/1/2025 0:00,1000000
1716-111,ARAGON,26291,0067 NO. 67 STONE WASHED,53.15,26291-0067 NO. 67 STONE WASHED,7/1/2025 0:00,1000000
1716-111,ARAGON,27271,0007 NO. 7 STONE WASHED,57.4,27271-0007 NO. 7 STONE WASHED,7/1/2025 0:00,1000000
1716-111,ARAGON,28341,0089 NO. 89 STONE WASHED,58.15,28341-0089 NO. 89 STONE WASHED,7/1/2025 0:00,1000000
1731-111,DALTON,24151,0004 NO. 4 STONE UNWASHED,50.4,24151-0004 NO. 4 STONE UNWASHED,7/1/2025 0:00,1000000
1731-111,DALTON,24161,0004 NO. 4 STONE WASHED,50.4,24161-0004 NO. 4 STONE WASHED,7/1/2025 0:00,1000000
1731-111,DALTON,25151,0005 NO. 5 STONE UNWASHED,51.65,25151-0005 NO. 5 STONE UNWASHED,7/1/2025 0:00,1000000
1731-111,DALTON,25291,0057 NO. 57 STONE WASHED,51.65,25291-0057 NO. 57 STONE WASHED,7/1/2025 0:00,1000000
1731-111,DALTON,26291,0067 NO. 67 STONE WASHED,52.15,26291-0067 NO. 67 STONE WASHED,7/1/2025 0:00,1000000
1731-111,DALTON,27261,0007 NO. 7 STONE UNWASHED,55.9,27261-0007 NO. 7 STONE UNWASHED,7/1/2025 0:00,1000000
1731-111,DALTON,27271,0007 NO. 7 STONE WASHED,55.9,27271-0007 NO. 7 STONE WASHED,7/1/2025 0:00,1000000
1731-111,DALTON,28341,0089 NO. 89 STONE WASHED,56.65,28341-0089 NO. 89 STONE WASHED,7/1/2025 0:00,1000000
1734-111,ADAIRSVILLE,24161,0004 NO. 4 STONE WASHED,51.9,24161-0004 NO. 4 STONE WASHED,7/1/2025 0:00,1000000
1734-111,ADAIRSVILLE,25151,NO. 5 UNWASHED,0,25151-NO. 5 UNWASHED,7/3/2024 0:00,1000000
1734-111,ADAIRSVILLE,25281,0057 NO. 57 STONE UNWASHED,53.15,25281-0057 NO. 57 STONE UNWASHED,7/1/2025 0:00,1000000
1734-111,ADAIRSVILLE,25291,0057 NO. 57 STONE WASHED,53.15,25291-0057 NO. 57 STONE WASHED,7/1/2025 0:00,1000000
1734-111,ADAIRSVILLE,26291,0067 NO. 67 STONE WASHED,53.15,26291-0067 NO. 67 STONE WASHED,7/1/2025 0:00,1000000
1734-111,ADAIRSVILLE,27271,0007 NO. 7 STONE WASHED,57.4,27271-0007 NO. 7 STONE WASHED,7/1/2025 0:00,1000000
1734-111,ADAIRSVILLE,28341,0089 NO. 89 STONE WASHED,58.15,28341-0089 NO. 89 STONE WASHED,7/1/2025 0:00,1000000
1910-141,ATKINSON SY,27271,0007 No. 7 Stone Washed,0,27271-0007 No. 7 Stone Washed,4/17/2024 0:00,1000000
1910-141,ATKINSON SY,28341,0089 No. 89 Stone Washed,0,28341-0089 No. 89 Stone Washed,4/17/2024 0:00,1000000
1915-141,LENOX SY,26291,0067 No.67 Stone Washed,0,26291-0067 No.67 Stone Washed,4/17/2024 0:00,1000000
2023-111,BLACKSBURG,25291,SCDOT NO. 57 STONE WASHED,50.5,25291-SCDOT NO. 57 STONE WASHED,7/1/2025 0:00,1000000
2023-111,BLACKSBURG,26291,SCDOT NO. 67 STONE WASHED,52.5,26291-SCDOT NO. 67 STONE WASHED,7/1/2025 0:00,1000000
2023-111,BLACKSBURG,27271,SCDOT NO. 7 STONE WASHED,0,27271-SCDOT NO. 7 STONE WASHED,4/19/2024 0:00,1000000
2418-112,SKIPPERS,25291,NC #57,40.65,25291-NC #57,7/1/2025 0:00,1000000
2419-112,JACK,28191,8N STONE,0,28191-8N STONE,12/16/2009 0:00,1000000
2441-141,SEAFORD,28191,AASHTO #8,0,28191-AASHTO #8,9/9/2020 0:00,1000000
2471-111,FREDERICK QUARRY,24161,FREDERICK 4,33.75,24161-FREDERICK 4,7/1/2025 0:00,1000000
2471-111,FREDERICK QUARRY,25291,AASHTO 57,33.25,25291-AASHTO 57,7/1/2025 0:00,1000000
2471-111,FREDERICK QUARRY,26291,FREDERICK 67,33.25,26291-FREDERICK 67,7/1/2025 0:00,1000000
2471-111,FREDERICK QUARRY,27261,AASHTO 7,33.25,27261-AASHTO 7,7/1/2025 0:00,1000000
2471-111,FREDERICK QUARRY,27271,DOUBLE WASHED #7,33.25,27271-DOUBLE WASHED #7,7/1/2025 0:00,1000000
2471-111,FREDERICK QUARRY,28181,NO. 8 STONE,33.9,28181-NO. 8 STONE,7/1/2025 0:00,1000000
2471-111,FREDERICK QUARRY,28191,DOUBLE WASHED #8,33.9,28191-DOUBLE WASHED #8,7/1/2025 0:00,1000000
2471-111,FREDERICK QUARRY,31781,MANUFACTURED SAND,29.4,31781-MANUFACTURED SAND,7/1/2025 0:00,1000000
2472-112,HAVRE DE GRACE,25261,NO. 57 STONE,0,25261-NO. 57 STONE,12/27/2024 0:00,1000000
2481-141,BROOKLYN,25291,AASHTO #57,0,25291-AASHTO #57,10/31/2011 0:00,1000000
2481-141,BROOKLYN,28191,No. 8 STONE,0,28191-No. 8 STONE,3/16/2016 0:00,1000000
2482-111,HANOVER,25151,HANOVER #5,35.6,25151-HANOVER #5,7/1/2025 0:00,1000000
2482-111,HANOVER,25291,AASHTO #57,29.9,25291-AASHTO #57,7/1/2025 0:00,1000000
2482-111,HANOVER,26291,AASHTO #67,31.05,26291-AASHTO #67,7/1/2025 0:00,1000000
2482-111,HANOVER,27271,AASHTO #7,35.9,27271-AASHTO #7,7/1/2025 0:00,1000000
2482-111,HANOVER,28181,HANOVER #9 STONE,0,28181-HANOVER #9 STONE,3/14/2019 0:00,1000000
2482-111,HANOVER,28191,AASHTO #8,33.45,28191-AASHTO #8,7/1/2025 0:00,1000000
2482-111,HANOVER,28341,AASHTO #89,0,28341-AASHTO #89,7/14/2010 0:00,1000000
2482-111,HANOVER,30091,AASHTO #10-SC,29.55,30091-AASHTO #10-SC,7/1/2025 0:00,1000000
2482-111,HANOVER,31781,ID2 SAND,0,31781-ID2 SAND,9/20/2019 0:00,1000000
2483-141,ANNAPOLIS JUNCTION,25151,HANOVER #5,47.7,25151-HANOVER #5,7/1/2025 0:00,1000000
2483-141,ANNAPOLIS JUNCTION,25291,AASHTO #57,46.9,25291-AASHTO #57,7/1/2025 0:00,1000000
2483-141,ANNAPOLIS JUNCTION,26291,AASHTO #67,46.9,26291-AASHTO #67,7/1/2025 0:00,1000000
2483-141,ANNAPOLIS JUNCTION,27271,AASHTO #7,48.1,27271-AASHTO #7,7/1/2025 0:00,1000000
2483-141,ANNAPOLIS JUNCTION,28191,AASHTO #8,45.1,28191-AASHTO #8,5/22/2025 0:00,1000000
2484-141,WEST PORT,25151,#5,47.7,25151-#5,7/1/2025 0:00,1000000
2484-141,WEST PORT,25291,AASHTO #57,46.9,25291-AASHTO #57,7/1/2025 0:00,1000000
2484-141,WEST PORT,26291,#67,0,26291-#67,7/14/2010 0:00,1000000
2484-141,WEST PORT,27271,AASHTO #7,48.1,27271-AASHTO #7,7/1/2025 0:00,1000000
2484-141,WEST PORT,28191,AASHTO #8,55.7,28191-AASHTO #8,7/1/2025 0:00,1000000
2485-111,YORK,25261,CONTRACTOR 57,25,25261-CONTRACTOR 57,7/1/2025 0:00,1000000
2485-111,YORK,25291,AASHTO #57,25,25291-AASHTO #57,7/1/2025 0:00,1000000
2485-111,YORK,26291,AASHTO #67,25,26291-AASHTO #67,7/1/2025 0:00,1000000
2485-111,YORK,27271,YORK #7,27.85,27271-YORK #7,7/1/2025 0:00,1000000
2485-111,YORK,28191,AASHTO #8,27.2,28191-AASHTO #8,7/1/2025 0:00,1000000
2519-111,AUGUSTA,25261,CRUSHED ST - BROWN,0,25261-CRUSHED ST - BROWN,8/3/2011 0:00,1000000
2519-111,AUGUSTA,25291,VA #57,33.55,25291-VA #57,7/1/2025 0:00,1000000
2519-111,AUGUSTA,28191,VA #8,35.5,28191-VA #8,7/1/2025 0:00,1000000
2519-111,AUGUSTA,31781,VA #10 SCREENING,29.65,31781-VA #10 SCREENING,7/1/2025 0:00,1000000
2521-111,ELKTON,25291,VA #57,0,25291-VA #57,7/14/2010 0:00,1000000
2521-111,ELKTON,28191,VA #8,0,28191-VA #8,7/14/2010 0:00,1000000
2521-111,ELKTON,31781,VA #10 SCRNGS,0,31781-VA #10 SCRNGS,7/14/2010 0:00,1000000
2541-141,ELIZABETH CITY,31781,SCRGS L-VILLE,0,31781-SCRGS L-VILLE,4/2/2013 0:00,1000000
2543-141,WESTMINSTER YARD,25291,"INACTIVE, use 26183",0,"25291-INACTIVE, use 26183",12/16/2009 0:00,1000000
2835-141,RAINS,25291,#S57 Stone,68.3,25291-#S57 Stone,7/1/2025 0:00,1000000
2906-111,NORTH MYRTLE BEACH,15391,Select Class IV,0,15391-Select Class IV,11/5/2024 0:00,1000000
3433-121,BARTLETT STONE,30081,SELECT THERMAL BACKFILL,36,30081-SELECT THERMAL BACKFILL,7/29/2025 0:00,1000000
3481-111,MCCOOK STONE,15381,OMP Cert CM-6,20.25,15381-OMP Cert CM-6,1/1/2025 0:00,1000000
3481-111,MCCOOK STONE,24151,"1 1/2"" CONCRETE STONE",29.25,"24151-1 1/2"" CONCRETE STONE",1/1/2025 0:00,1000000
3481-111,MCCOOK STONE,24161,ASTM #4,31.75,24161-ASTM #4,1/1/2025 0:00,1000000
4012-111,EASTLAND LIMESTONE,25291,"CONC AGG 1"" (#57)",27.5,"25291-CONC AGG 1"" (#57)",1/1/2025 0:00,1000000
4012-111,EASTLAND LIMESTONE,26291,"CONC AGG 3/4"" (#67)",28,"26291-CONC AGG 3/4"" (#67)",1/1/2025 0:00,1000000
4013-111,WEATHERFORD LIMESTONE,25261,"1"" COMMERCIAL UTILITY STONE",22,"25261-1"" COMMERCIAL UTILITY STONE",1/1/2025 0:00,1000000
4013-111,WEATHERFORD LIMESTONE,25291,"CONC AGG 1"" (#57)",25.5,"25291-CONC AGG 1"" (#57)",1/1/2025 0:00,1000000
4013-111,WEATHERFORD LIMESTONE,26291,"CONC AGG 3/4"" (#67)",27.5,"26291-CONC AGG 3/4"" (#67)",1/1/2025 0:00,1000000
4014-111,BROWNWOOD LIMESTONE,25291,"CONC AGG 1"" (#57)",31.5,"25291-CONC AGG 1"" (#57)",1/1/2025 0:00,1000000
4014-111,BROWNWOOD LIMESTONE,26291,"CONC AGG 3/4"" (#67)",28,"26291-CONC AGG 3/4"" (#67)",1/1/2025 0:00,1000000
4021-111,NORTH TROY,25261,"1"" UTILITY STONE",16,"25261-1"" UTILITY STONE",1/1/2025 0:00,1000000
4021-111,NORTH TROY,25291,"CONC AGG 1"" (#57)",18,"25291-CONC AGG 1"" (#57)",7/1/2024 0:00,1000000
4021-111,NORTH TROY,26291,"CONC AGG 3/4"" (#67)",18,"26291-CONC AGG 3/4"" (#67)",7/1/2024 0:00,1000000
4036-111,BLACK LEASE LIMESTONE,25291,"CONC AGG 1"" (#57)",29.5,"25291-CONC AGG 1"" (#57)",7/1/2024 0:00,1000000
4036-111,BLACK LEASE LIMESTONE,26291,"CONC AGG 3/4"" (#67)",28,"26291-CONC AGG 3/4"" (#67)",1/1/2025 0:00,1000000
4043-111,CHICO LIMESTONE,25261,"1"" COMMERCIAL UTILITY STONE",22,"25261-1"" COMMERCIAL UTILITY STONE",1/1/2025 0:00,1000000
4043-111,CHICO LIMESTONE,25291,"CONC AGG 1"" (#57)",25.5,"25291-CONC AGG 1"" (#57)",1/1/2025 0:00,1000000
4082-141,STAFFORD YARD,25291,"CONC AGG 1"" (#57)",60.75,"25291-CONC AGG 1"" (#57)",1/1/2025 0:00,1000000
4083-141,FORT BEND YARD,25291,"CONC AGG 1"" (#57)",60.75,"25291-CONC AGG 1"" (#57)",1/1/2025 0:00,1000000
4104-141,CORPUS CHRISTI - CALICA,25291,"CONC AGG 1"" (#57)",43.45,"25291-CONC AGG 1"" (#57)",10/1/2022 0:00,1000000
4104-141,CORPUS CHRISTI - CALICA,26291,"CONC AGG 3/4"" (#67)",43.45,"26291-CONC AGG 3/4"" (#67)",10/1/2022 0:00,1000000
4105-141,BEAUMONT - CALICA,23071,3 UNWASHED,30,23071-3 UNWASHED,5/17/2022 0:00,1000000
4105-141,BEAUMONT - CALICA,25291,"CONC AGG 1"" (#57)",42.5,"25291-CONC AGG 1"" (#57)",9/19/2022 0:00,1000000
4105-141,BEAUMONT - CALICA,26291,"CONC AGG 3/4"" (#67)",42.5,"26291-CONC AGG 3/4"" (#67)",9/19/2022 0:00,1000000
4106-141,BROWNSVILLE - CALICA,25291,"CONC AGG 1"" (#57)",36.35,"25291-CONC AGG 1"" (#57)",1/2/2022 0:00,1000000
4108-141,PORT ARTHUR SHIP YARD,25291,"CONC AGG 1"" (#57)",60.75,"25291-CONC AGG 1"" (#57)",1/1/2025 0:00,1000000
4108-141,PORT ARTHUR SHIP YARD,26291,"CONC AGG 3/4"" (#67)",0,"26291-CONC AGG 3/4"" (#67)",10/1/2023 0:00,1000000
4154-111,HELOTES LIMESTONE,25291,"CONC AGG 1"" (#57)",28.25,"25291-CONC AGG 1"" (#57)",1/1/2025 0:00,1000000
4154-111,HELOTES LIMESTONE,26291,"CONC AGG 3/4"" (#67)",24.9,"26291-CONC AGG 3/4"" (#67)",1/1/2025 0:00,1000000
4156-111,HUEBNER ROAD LIMESTONE,25291,"CONCRETE AGG 1""",29.25,"25291-CONCRETE AGG 1""",1/1/2025 0:00,1000000
4158-111,1604 CLEAN LIMESTONE,25261,MSE Ty DS Backfill,0,25261-MSE Ty DS Backfill,10/1/2023 0:00,1000000
4158-111,1604 CLEAN LIMESTONE,25291,"CONC AGG 1"" (#57)",28.25,"25291-CONC AGG 1"" (#57)",1/1/2025 0:00,1000000
4158-111,1604 CLEAN LIMESTONE,26291,"CONC AGG 3/4"" (#67)",31.25,"26291-CONC AGG 3/4"" (#67)",1/1/2025 0:00,1000000
4164-111,MICO LIMESTONE,25291,"CONC AGG 1"" (#57)",28.25,"25291-CONC AGG 1"" (#57)",7/16/2025 0:00,1000000
4181-111,SPICEWOOD LIMESTONE,25281,"STONE CONC AGG 1"" GR 4(#57)",25.25,"25281-STONE CONC AGG 1"" GR 4(#57)",1/1/2025 0:00,1000000
4181-111,SPICEWOOD LIMESTONE,26291,"CONC AGG 3/4"" (#67)",22.2,"26291-CONC AGG 3/4"" (#67)",1/1/2025 0:00,1000000
4185-111,MEDINA QUARRY,25291,"Conc Agg 1"" Gr 4 (#57)",28.25,"25291-Conc Agg 1"" Gr 4 (#57)",7/16/2025 0:00,1000000
4185-111,MEDINA QUARRY,26291,"CONC AGG 3/4"" (#67)",0,"26291-CONC AGG 3/4"" (#67)",10/1/2023 0:00,1000000
4311-111,BLACK ROCK LIMESTONE,24151,NO. 4 UNWASHED,14.85,24151-NO. 4 UNWASHED,1/1/2025 0:00,1000000
4311-111,BLACK ROCK LIMESTONE,25151,NO. 5 UNWASHED,14.85,25151-NO. 5 UNWASHED,1/1/2025 0:00,1000000
4311-111,BLACK ROCK LIMESTONE,25281,57 UNWASHED,14.85,25281-57 UNWASHED,1/1/2025 0:00,1000000
4311-111,BLACK ROCK LIMESTONE,25291,#57 Washed,15.15,25291-#57 Washed,1/1/2025 0:00,1000000
4311-111,BLACK ROCK LIMESTONE,26271,3/4IN CLEAN,15.15,26271-3/4IN CLEAN,1/1/2025 0:00,1000000
4314-111,GRAND RIVERS LIMESTONE,15381,CRUSHED STONE BASE,15,15381-CRUSHED STONE BASE,1/1/2025 0:00,1000000
4314-111,GRAND RIVERS LIMESTONE,24151,4 WHITE,17.5,24151-4 WHITE,1/1/2025 0:00,1000000
4314-111,GRAND RIVERS LIMESTONE,24161,4 WASHED WHITE,18.5,24161-4 WASHED WHITE,1/1/2025 0:00,1000000
4314-111,GRAND RIVERS LIMESTONE,25151,5 WHITE,17.5,25151-5 WHITE,1/1/2025 0:00,1000000
4314-111,GRAND RIVERS LIMESTONE,25281,NO. 57 UNWASHED,17.3,25281-NO. 57 UNWASHED,1/1/2025 0:00,1000000
4314-111,GRAND RIVERS LIMESTONE,25291,57 WASHED WHITE GR,19.1,25291-57 WASHED WHITE GR,1/1/2025 0:00,1000000
4314-111,GRAND RIVERS LIMESTONE,26271,NO. 67 UNWASHED,17.3,26271-NO. 67 UNWASHED,1/1/2025 0:00,1000000
4314-111,GRAND RIVERS LIMESTONE,26291,67 WASHED WHITE GR,19.4,26291-67 WASHED WHITE GR,1/1/2025 0:00,1000000
4314-111,GRAND RIVERS LIMESTONE,27261,7 WHITE,20.1,27261-7 WHITE,1/1/2025 0:00,1000000
4314-111,GRAND RIVERS LIMESTONE,27271,NO. 7 WASHED,21.2,27271-NO. 7 WASHED,1/1/2025 0:00,1000000
4314-111,GRAND RIVERS LIMESTONE,28181,8 WHITE,18.5,28181-8 WHITE,1/1/2025 0:00,1000000
4314-111,GRAND RIVERS LIMESTONE,28191,8 WASHED WHITE,21.2,28191-8 WASHED WHITE,1/1/2025 0:00,1000000
4314-111,GRAND RIVERS LIMESTONE,28341,89 WASHED WHITE,20.1,28341-89 WASHED WHITE,1/1/2025 0:00,1000000
4314-111,GRAND RIVERS LIMESTONE,31331,BEDDING,15,31331-BEDDING,1/1/2025 0:00,1000000
4331-111,HUNTSVILLE NORTH LIMESTONE,24161,DOT 4,31.25,24161-DOT 4,1/1/2025 0:00,1000000
4331-111,HUNTSVILLE NORTH LIMESTONE,25291,DOT 57,31,25291-DOT 57,1/1/2025 0:00,1000000
4331-111,HUNTSVILLE NORTH LIMESTONE,26291,DOT 67,32,26291-DOT 67,1/1/2025 0:00,1000000
4331-111,HUNTSVILLE NORTH LIMESTONE,27271,7 DOT,38.5,27271-7 DOT,1/1/2025 0:00,1000000
4331-111,HUNTSVILLE NORTH LIMESTONE,28341,DOT 89,38.5,28341-DOT 89,1/1/2025 0:00,1000000
4331-111,HUNTSVILLE NORTH LIMESTONE,31331,Stone Sand - Screw,34.25,31331-Stone Sand - Screw,1/1/2025 0:00,1000000
4332-111,TUSCUMBIA LIMESTONE,15031,1-1/2 IN CRUSHED STONE BASE,23.5,15031-1-1/2 IN CRUSHED STONE BASE,1/1/2025 0:00,1000000
4332-111,TUSCUMBIA LIMESTONE,24151,DOT 4,29.65,24151-DOT 4,1/1/2025 0:00,1000000
4332-111,TUSCUMBIA LIMESTONE,24161,NO. 4 STONE WASHED,0,24161-NO. 4 STONE WASHED,7/21/2025 0:00,1000000
4332-111,TUSCUMBIA LIMESTONE,25291,DOT 57,29.65,25291-DOT 57,1/1/2025 0:00,1000000
4332-111,TUSCUMBIA LIMESTONE,26291,DOT 67,29.65,26291-DOT 67,1/1/2025 0:00,1000000
4332-111,TUSCUMBIA LIMESTONE,27271,DOT 7,31.25,27271-DOT 7,1/1/2025 0:00,1000000
4332-111,TUSCUMBIA LIMESTONE,28191,DOT #8,0,28191-DOT #8,4/10/2025 0:00,1000000
4332-111,TUSCUMBIA LIMESTONE,28341,DOT 89,31.25,28341-DOT 89,1/1/2025 0:00,1000000
4332-111,TUSCUMBIA LIMESTONE,31331,Stone Sand,28.25,31331-Stone Sand,1/1/2025 0:00,1000000
4333-111,SCOTTSBORO LIMESTONE,15031,1 IN CRUSHED STONE BASE,18.75,15031-1 IN CRUSHED STONE BASE,1/1/2025 0:00,1000000
4333-111,SCOTTSBORO LIMESTONE,24161,DOT 4,20.8,24161-DOT 4,1/1/2025 0:00,1000000
4333-111,SCOTTSBORO LIMESTONE,25291,DOT 57,20.8,25291-DOT 57,1/1/2025 0:00,1000000
4333-111,SCOTTSBORO LIMESTONE,26291,DOT 67,21.8,26291-DOT 67,1/1/2025 0:00,1000000
4333-111,SCOTTSBORO LIMESTONE,27271,DOT 7,24.85,27271-DOT 7,1/1/2025 0:00,1000000
4333-111,SCOTTSBORO LIMESTONE,28191,DOT 8,24.85,28191-DOT 8,1/1/2025 0:00,1000000
4333-111,SCOTTSBORO LIMESTONE,28341,DOT 89,24.85,28341-DOT 89,1/1/2025 0:00,1000000
4333-111,SCOTTSBORO LIMESTONE,31331,Stone Sand - Screw,20.75,31331-Stone Sand - Screw,1/1/2025 0:00,1000000
4334-111,TRINITY LIMESTONE,24151,DOT 4,31.25,24151-DOT 4,1/1/2025 0:00,1000000
4334-111,TRINITY LIMESTONE,24161,DOT 4,31.25,24161-DOT 4,1/1/2025 0:00,1000000
4334-111,TRINITY LIMESTONE,25151,DOT 5,31.25,25151-DOT 5,1/1/2025 0:00,1000000
4334-111,TRINITY LIMESTONE,25281,57 Unwashed,31.25,25281-57 Unwashed,1/1/2025 0:00,1000000
4334-111,TRINITY LIMESTONE,25291,DOT 57,31.25,25291-DOT 57,1/1/2025 0:00,1000000
4334-111,TRINITY LIMESTONE,26271,67 Unwashed,32,26271-67 Unwashed,1/1/2025 0:00,1000000
4334-111,TRINITY LIMESTONE,26291,DOT 67,32,26291-DOT 67,1/1/2025 0:00,1000000
4334-111,TRINITY LIMESTONE,27271,DOT 7,37.5,27271-DOT 7,1/1/2025 0:00,1000000
4334-111,TRINITY LIMESTONE,28341,DOT 89,37.5,28341-DOT 89,1/1/2025 0:00,1000000
4334-111,TRINITY LIMESTONE,31331,Stone Sand - Screw,33,31331-Stone Sand - Screw,1/1/2025 0:00,1000000
4335-111,SOUTH RUSSELLVILLE LIMESTONE,25291,DOT 57,29.65,25291-DOT 57,1/1/2025 0:00,1000000
4335-111,SOUTH RUSSELLVILLE LIMESTONE,26291,DOT 67,29.65,26291-DOT 67,1/1/2025 0:00,1000000
4335-111,SOUTH RUSSELLVILLE LIMESTONE,27271,DOT 7,31.25,27271-DOT 7,1/1/2025 0:00,1000000
